"Statistic Label","CensusYear","Detailed Marital Status","County and City","Sex","Age Group","UNIT","VALUE"
"Population","2022","All marital status","Clare","Both sexes","70 - 74 years","Number","5851"
"Population","2022","All marital status","Clare","Both sexes","75 - 79 years","Number","4414"
"Population","2022","All marital status","Clare","Both sexes","80 - 84 years","Number","2573"
"Population","2022","All marital status","Clare","Both sexes","85 years and over","Number","2192"
"Population","2022","All marital status","Clare","Male","All ages","Number","62917"
"Population","2022","All marital status","Clare","Male","Under 25 years","Number","20667"
"Population","2022","All marital status","Clare","Male","25 - 29 years","Number","2991"
"Population","2022","All marital status","Clare","Male","30 - 34 years","Number","3204"
"Population","2022","All marital status","Clare","Male","35 - 39 years","Number","3974"
"Population","2022","All marital status","Clare","Male","40 - 44 years","Number","4578"
"Population","2022","All marital status","Clare","Male","45 - 49 years","Number","4619"
"Population","2022","All marital status","Clare","Male","50 - 54 years","Number","4504"
"Population","2022","All marital status","Clare","Male","55 - 59 years","Number","4157"
"Population","2022","All marital status","Clare","Male","60 - 64 years","Number","3787"
"Population","2022","All marital status","Clare","Male","65 - 69 years","Number","3320"
"Population","2022","All marital status","Clare","Male","70 - 74 years","Number","2887"
"Population","2022","All marital status","Clare","Male","75 - 79 years","Number","2157"
"Population","2022","All marital status","Clare","Male","80 - 84 years","Number","1214"
"Population","2022","All marital status","Clare","Male","85 years and over","Number","858"
"Population","2022","All marital status","Clare","Female","All ages","Number","65021"
"Population","2022","All marital status","Clare","Female","Under 25 years","Number","20211"
"Population","2022","All marital status","Clare","Female","25 - 29 years","Number","3001"
"Population","2022","All marital status","Clare","Female","30 - 34 years","Number","3459"
"Population","2022","All marital status","Clare","Female","35 - 39 years","Number","4438"
"Population","2022","All marital status","Clare","Female","40 - 44 years","Number","5092"
"Population","2022","All marital status","Clare","Female","45 - 49 years","Number","4847"
"Population","2022","All marital status","Clare","Female","50 - 54 years","Number","4710"
"Population","2022","All marital status","Clare","Female","55 - 59 years","Number","4297"
"Population","2022","All marital status","Clare","Female","60 - 64 years","Number","3745"
"Population","2022","All marital status","Clare","Female","65 - 69 years","Number","3307"
"Population","2022","All marital status","Clare","Female","70 - 74 years","Number","2964"
"Population","2022","All marital status","Clare","Female","75 - 79 years","Number","2257"
"Population","2022","All marital status","Clare","Female","80 - 84 years","Number","1359"
"Population","2022","All marital status","Clare","Female","85 years and over","Number","1334"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","All ages","Number","584156"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","Under 25 years","Number","187069"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","25 - 29 years","Number","32810"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","30 - 34 years","Number","36598"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","35 - 39 years","Number","42784"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","40 - 44 years","Number","46500"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","45 - 49 years","Number","42765"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","50 - 54 years","Number","38758"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","55 - 59 years","Number","35859"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","60 - 64 years","Number","31552"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","65 - 69 years","Number","27150"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","70 - 74 years","Number","23281"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","75 - 79 years","Number","17852"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","80 - 84 years","Number","11296"
"Population","2022","All marital status","Cork City and Cork County","Both sexes","85 years and over","Number","9882"
"Population","2022","All marital status","Cork City and Cork County","Male","All ages","Number","288845"
"Population","2022","All marital status","Cork City and Cork County","Male","Under 25 years","Number","95201"
"Population","2022","All marital status","Cork City and Cork County","Male","25 - 29 years","Number","16412"
"Population","2022","All marital status","Cork City and Cork County","Male","30 - 34 years","Number","17602"
"Population","2022","All marital status","Cork City and Cork County","Male","35 - 39 years","Number","20422"
"Population","2022","All marital status","Cork City and Cork County","Male","40 - 44 years","Number","22611"
"Population","2022","All marital status","Cork City and Cork County","Male","45 - 49 years","Number","21337"
"Population","2022","All marital status","Cork City and Cork County","Male","50 - 54 years","Number","19428"
"Population","2022","All marital status","Cork City and Cork County","Male","55 - 59 years","Number","18001"
"Population","2022","All marital status","Cork City and Cork County","Male","60 - 64 years","Number","15701"
"Population","2022","All marital status","Cork City and Cork County","Male","65 - 69 years","Number","13484"
"Population","2022","All marital status","Cork City and Cork County","Male","70 - 74 years","Number","11471"
"Population","2022","All marital status","Cork City and Cork County","Male","75 - 79 years","Number","8474"
"Population","2022","All marital status","Cork City and Cork County","Male","80 - 84 years","Number","5006"
"Population","2022","All marital status","Cork City and Cork County","Male","85 years and over","Number","3695"
"Population","2022","All marital status","Cork City and Cork County","Female","All ages","Number","295311"
"Population","2022","All marital status","Cork City and Cork County","Female","Under 25 years","Number","91868"
"Population","2022","All marital status","Cork City and Cork County","Female","25 - 29 years","Number","16398"
"Population","2022","All marital status","Cork City and Cork County","Female","30 - 34 years","Number","18996"
"Population","2022","All marital status","Cork City and Cork County","Female","35 - 39 years","Number","22362"
"Population","2022","All marital status","Cork City and Cork County","Female","40 - 44 years","Number","23889"
"Population","2022","All marital status","Cork City and Cork County","Female","45 - 49 years","Number","21428"
"Population","2022","All marital status","Cork City and Cork County","Female","50 - 54 years","Number","19330"
"Population","2022","All marital status","Cork City and Cork County","Female","55 - 59 years","Number","17858"
"Population","2022","All marital status","Cork City and Cork County","Female","60 - 64 years","Number","15851"
"Population","2022","All marital status","Cork City and Cork County","Female","65 - 69 years","Number","13666"
"Population","2022","All marital status","Cork City and Cork County","Female","70 - 74 years","Number","11810"
"Population","2022","All marital status","Cork City and Cork County","Female","75 - 79 years","Number","9378"
"Population","2022","All marital status","Cork City and Cork County","Female","80 - 84 years","Number","6290"
"Population","2022","All marital status","Cork City and Cork County","Female","85 years and over","Number","6187"
"Population","2022","All marital status","Kerry","Both sexes","All ages","Number","156458"
"Population","2022","All marital status","Kerry","Both sexes","Under 25 years","Number","46383"
"Population","2022","All marital status","Kerry","Both sexes","25 - 29 years","Number","7047"
"Population","2022","All marital status","Kerry","Both sexes","30 - 34 years","Number","8271"
"Population","2022","All marital status","Kerry","Both sexes","35 - 39 years","Number","10460"
"Population","2022","All marital status","Kerry","Both sexes","40 - 44 years","Number","11987"
