"Statistic Label","Sex","Socio Economic Group","Nationality","CensusYear","UNIT","VALUE"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Bosnian and Herzegovinian","2016","Number","37"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Norwegian","2011","Number","101"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Norwegian","2016","Number","95"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Serbian","2011","Number","45"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Serbian","2016","Number","83"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Swiss","2011","Number","134"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Swiss","2016","Number","125"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Nigerian","2011","Number","2681"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Nigerian","2016","Number","546"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","South African","2011","Number","910"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","South African","2016","Number","612"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Mauritian","2011","Number","724"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Mauritian","2016","Number","755"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Algerian","2011","Number","186"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Algerian","2016","Number","128"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Congolese","2011","Number","159"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Congolese","2016","Number","96"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Egyptian","2011","Number","169"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Egyptian","2016","Number","158"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Ghanaian","2011","Number","168"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Ghanaian","2016","Number","44"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Somali","2011","Number","42"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Somali","2016","Number","43"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Sudanese","2011","Number","39"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Sudanese","2016","Number","28"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Zimbabwean","2011","Number","225"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Zimbabwean","2016","Number","114"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Angolan","2011","Number","47"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Angolan","2016","Number","31"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Cameroonian","2011","Number","105"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Cameroonian","2016","Number","42"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Ethiopian","2011","Number","36"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Ethiopian","2016","Number","28"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Kenyan","2011","Number","70"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Kenyan","2016","Number","39"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Libyan","2011","Number","28"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Libyan","2016","Number","17"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Malawian","2011","Number","25"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Malawian","2016","Number","79"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Moroccan","2011","Number","156"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Moroccan","2016","Number","68"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Batswana","2011","Number","20"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Batswana","2016","Number","23"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Indian","2011","Number","1470"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Indian","2016","Number","983"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Filipino","2011","Number","1649"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Filipino","2016","Number","713"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Chinese","2011","Number","2873"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Chinese","2016","Number","2600"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Pakistani","2011","Number","1330"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Pakistani","2016","Number","1260"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Malaysian","2011","Number","895"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Malaysian","2016","Number","638"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Bangladeshi","2011","Number","870"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Bangladeshi","2016","Number","434"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Iraqi","2011","Number","68"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Iraqi","2016","Number","45"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Saudi","2011","Number","28"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Saudi","2016","Number","37"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Thai","2011","Number","535"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Thai","2016","Number","351"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Georgian","2011","Number","75"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Georgian","2016","Number","43"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Iranian","2011","Number","90"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Iranian","2016","Number","88"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Israeli","2011","Number","57"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Israeli","2016","Number","50"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Japanese","2011","Number","149"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Japanese","2016","Number","209"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","South Korean","2011","Number","117"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","South Korean","2016","Number","194"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Kuwaiti","2011","Number","0"
"Population Usually Resident and Present in the State 2011 to 2016","Both sexes","D. Non-manual","Kuwaiti","2016","Number","1"
